Date,MC,P_A1,P_A2,P_B1,P_B2,Def_25%,Def_50%,Def_75%,Def_100%
01/05/2020,24,118.81,121.57,120.84702340000001,122.22,0.17859,0.17948,0.18036,0.18125
01/06/2020,24,80.76,82.64,82.14890714,83.08,0.17877,0.17983,0.1809,0.18195999999999998
01/07/2020,24,62.93,64.39,64.00963136,64.74,0.17894000000000002,0.18019000000000002,0.18143,0.18267
01/08/2020,24,68.28,69.87,69.456277,70.25,0.17912,0.18054,0.18195999999999998,0.18338
01/09/2020,24,177.73,181.85,180.77628069999997,182.83,0.1793,0.1809,0.18249,0.18409
01/10/2020,24,533.07,545.44,542.2117559,548.38,0.17948,0.18125,0.18303,0.1848
01/11/2020,24,195.26,199.79,198.6121336,200.87,0.17965,0.18161,0.18356,0.18550999999999998
01/12/2020,24,14.0,14.32,14.23816631,14.4,0.17983,0.18195999999999998,0.18409,0.18622
01/01/2021,24,36.61,37.46,37.23642893,37.66,0.18001,0.18232,0.18462,0.18692999999999999
01/02/2021,24,14.46,14.8,14.70901279,14.88,0.18019000000000002,0.18267,0.18516,0.18764
01/03/2021,24,96.77,99.01,98.42611778,99.55,0.18036,0.18303,0.18569000000000002,0.18835
01/04/2021,24,304.78,311.85,310.0072235,313.53,0.18054,0.18338,0.18622,0.18905999999999998
01/05/2021,24,258.17,264.16,262.5994998,265.59,0.18072,0.18374000000000001,0.18675,0.18977
01/06/2021,24,85.56,87.54,87.02514531,88.02,0.1809,0.18409,0.18729,0.19047999999999998
01/07/2021,24,49.38,50.53,50.2281385,50.8,0.18107,0.18445,0.18782000000000001,0.19119
01/08/2021,24,17.91,18.33,18.219177600000002,18.43,0.18125,0.1848,0.18835,0.1919
01/09/2021,24,257.86,263.85,262.2859733,265.27,0.18143,0.18516,0.18888,0.19261
01/10/2021,24,287.99,294.67,292.9284644,296.26,0.18161,0.18550999999999998,0.18942,0.19332
01/11/2021,24,262.43,268.52,266.9323356,269.97,0.18178,0.18587,0.18995,0.19403
01/12/2021,24,85.84,87.83,87.31412114,88.31,0.18195999999999998,0.18622,0.19047999999999998,0.19474
01/01/2020,25,17.95,18.73,19.0,18.75,0.06354,0.06361,0.06367,0.06373999999999999
01/02/2020,25,0.0,0.0,0.0,0.0,0.06361,0.06373999999999999,0.06387000000000001,0.064
01/03/2020,25,12.28,12.82,13.0,12.83,0.06367,0.06387000000000001,0.06406,0.06426
01/04/2020,25,70.39,73.45,74.5,73.52,0.06373999999999999,0.064,0.06426,0.06452000000000001
01/05/2020,25,254.62,265.7,269.5,265.96,0.0638,0.06412999999999999,0.06445,0.06477999999999999
01/06/2020,25,80.31,83.8,85.0,83.88,0.06387000000000001,0.06426,0.06465,0.06504
01/07/2020,25,26.45,27.61,28.0,27.63,0.06393,0.06439,0.06484,0.0653
01/08/2020,25,0.0,0.0,0.0,0.0,0.064,0.06452000000000001,0.06504,0.06556000000000001
01/09/2020,25,4.72,4.93,5.0,4.93,0.06406,0.06465,0.06523,0.06582
01/10/2020,25,172.82,180.34,182.92,180.51,0.06412999999999999,0.06477999999999999,0.06543,0.06608
01/11/2020,25,611.82,638.45,647.58,639.06,0.06419,0.06491,0.06562,0.06634
01/12/2020,25,30.71,32.04,32.5,32.07,0.06426,0.06504,0.06582,0.0666
01/01/2021,25,0.0,0.0,0.0,0.0,0.06432,0.06517,0.06601,0.06686
01/02/2021,25,0.0,0.0,0.0,0.0,0.06439,0.0653,0.06621,0.06712
01/03/2021,25,0.0,0.0,0.0,0.0,0.06445,0.06543,0.0664,0.06738
01/04/2021,25,21.73,22.68,23.0,22.7,0.06452000000000001,0.06556000000000001,0.0666,0.06763999999999999
01/05/2021,25,71.8,74.93,76.0,75.0,0.06458,0.06569,0.06679,0.0679
01/06/2021,25,332.56,347.04,352.0,347.37,0.06465,0.06582,0.06699,0.06816
01/07/2021,25,2.83,2.96,3.0,2.96,0.06471,0.06595,0.06717999999999999,0.06842000000000001
01/08/2021,25,1.89,1.97,2.0,1.97,0.06477999999999999,0.06608,0.06738,0.06867999999999999
01/09/2021,25,0.0,0.0,0.0,0.0,0.06484,0.06621,0.06757,0.06894
01/10/2021,25,34.96,36.48,37.0,36.51,0.06491,0.06634,0.06777000000000001,0.0692
01/11/2021,25,253.81,264.85,268.64,265.11,0.06497,0.06647,0.06796,0.06946000000000001
01/12/2021,25,172.95,180.48,183.06,180.65,0.06504,0.0666,0.06816,0.06972
01/01/2020,26,168.57,178.36,175.0,177.83,0.06874,0.06881,0.06888,0.06895
01/02/2020,26,59.76,63.23,62.04,63.04,0.06881,0.06895,0.0691,0.06924
01/03/2020,26,83.16,87.99,86.33,87.73,0.06888,0.0691,0.06932,0.06953
01/04/2020,26,374.2,395.93,388.47,394.76,0.06895,0.06924,0.06953,0.06982000000000001
01/05/2020,26,235.56,249.24,244.54,248.5,0.06903,0.06939,0.06975,0.07011
01/06/2020,26,172.98,183.03,179.58,182.49,0.0691,0.06953,0.06997,0.0704
01/07/2020,26,146.14,154.62,151.71,154.17,0.06917000000000001,0.06967999999999999,0.07019,0.07069
01/08/2020,26,80.23,84.89,83.29,84.64,0.06924,0.06982000000000001,0.0704,0.07098
01/09/2020,26,26.97,28.54,28.0,28.45,0.06932,0.06997,0.07062,0.07127
01/10/2020,26,201.64,213.35,209.33,212.72,0.06939,0.07011,0.07084,0.07156
01/11/2020,26,600.77,635.65,623.67,633.76,0.06946000000000001,0.07026,0.07106,0.07185
01/12/2020,26,159.9,169.19,166.0,168.69,0.06953,0.0704,0.07127,0.07214
01/01/2021,26,4.82,5.1,5.0,5.08,0.06961,0.07055,0.07149,0.07243
01/02/2021,26,22.16,23.44,23.0,23.37,0.06967999999999999,0.07069,0.07171,0.07272
01/03/2021,26,57.52,60.86,59.71,60.68,0.06975,0.07084,0.07193,0.07301
01/04/2021,26,186.67,197.51,193.79,196.93,0.06982000000000001,0.07098,0.07214,0.0733
01/05/2021,26,259.6,274.68,269.5,273.86,0.0699,0.07113,0.07236000000000001,0.07359
01/06/2021,26,212.52,224.86,220.62,224.19,0.06997,0.07127,0.07257999999999999,0.07388
01/07/2021,26,103.59,109.61,107.54,109.28,0.07003999999999999,0.07142000000000001,0.0728,0.07417
01/08/2021,26,60.52,64.04,62.83,63.85,0.07011,0.07156,0.07301,0.07446
01/09/2021,26,2.89,3.06,3.0,3.05,0.07019,0.07171,0.07322999999999999,0.07475
01/10/2021,26,206.94,218.96,214.83,218.31,0.07026,0.07185,0.07345,0.07504
01/11/2021,26,288.06,304.79,299.04,303.88,0.07032999999999999,0.07200000000000001,0.07367,0.07533
01/12/2021,26,372.91,394.57,387.13,393.4,0.0704,0.07214,0.07388,0.07562
01/01/2020,27,152.83,160.78,156.56,161.49,0.04434,0.04439,0.044430000000000004,0.04448
01/02/2020,27,46.41,48.82,47.54,49.04,0.04439,0.04448,0.04458,0.04467
01/03/2020,27,119.79,126.02,122.71,126.57,0.044430000000000004,0.04458,0.044719999999999996,0.044860000000000004
01/04/2020,27,104.6,110.04,107.15,110.52,0.04448,0.04467,0.044860000000000004,0.04505
01/05/2020,27,128.21,134.88,131.34,135.47,0.04453,0.04477,0.045,0.045239999999999995
01/06/2020,27,51.56,54.24,52.82,54.48,0.04458,0.044860000000000004,0.04515,0.04543
01/07/2020,27,42.72,44.94,43.76,45.14,0.04462,0.04496,0.04529,0.04562
01/08/2020,27,36.31,38.2,37.2,38.37,0.04467,0.04505,0.04543,0.045810000000000003
01/09/2020,27,28.3,29.77,28.99,29.9,0.044719999999999996,0.04515,0.04557,0.046
01/10/2020,27,68.61,72.17,70.28,72.49,0.04477,0.045239999999999995,0.04572,0.046189999999999995
01/11/2020,27,358.35,376.99,367.09,378.64,0.04481,0.04534,0.045860000000000005,0.046380000000000005
01/12/2020,27,111.37,117.17,114.09,117.68,0.044860000000000004,0.04543,0.046,0.04657
01/01/2021,27,39.03,41.06,39.98,41.24,0.044910000000000005,0.04553,0.04614,0.04676
01/02/2021,27,48.98,51.52,50.17,51.75,0.04496,0.04562,0.04629,0.04695
01/03/2021,27,6.83,7.19,7.0,7.22,0.045,0.04572,0.04643,0.047139999999999994
01/04/2021,27,55.34,58.22,56.69,58.47,0.04505,0.045810000000000003,0.04657,0.047330000000000004
01/05/2021,27,115.62,121.63,118.44,122.17,0.0451,0.04591,0.04671,0.04752
01/06/2021,27,134.12,141.09,137.39,141.71,0.04515,0.046,0.04686,0.04771
01/07/2021,27,23.07,24.27,23.63,24.37,0.04519,0.0461,0.047,0.0479
01/08/2021,27,34.13,35.9,34.96,36.06,0.045239999999999995,0.046189999999999995,0.047139999999999994,0.04809
01/09/2021,27,25.09,26.39,25.7,26.51,0.04529,0.04629,0.04728,0.04828
01/10/2021,27,162.44,170.89,166.4,171.64,0.04534,0.046380000000000005,0.04743,0.04847
01/11/2021,27,92.28,97.08,94.53,97.5,0.045380000000000004,0.04648,0.04757,0.04866
01/12/2021,27,184.3,193.89,188.8,194.74,0.04543,0.04657,0.04771,0.04885
01/01/2020,28,171.64,161.75,165.0,162.7,0.0603,0.060360000000000004,0.06043,0.060489999999999995
01/02/2020,28,0.0,0.0,0.0,0.0,0.060360000000000004,0.060489999999999995,0.060610000000000004,0.060739999999999995
01/03/2020,28,27.05,25.49,26.0,25.64,0.06043,0.060610000000000004,0.0608,0.060989999999999996
01/04/2020,28,75.94,71.56,73.0,71.98,0.060489999999999995,0.060739999999999995,0.060989999999999996,0.061239999999999996
01/05/2020,28,401.53,378.39,386.0,380.62,0.06055,0.060860000000000004,0.06118,0.061489999999999996
01/06/2020,28,447.3,421.52,430.0,424.01,0.060610000000000004,0.060989999999999996,0.061360000000000005,0.061739999999999996
01/07/2020,28,499.32,470.53,480.0,473.31,0.06068,0.061110000000000005,0.06155,0.061989999999999996
01/08/2020,28,337.04,317.61,324.0,319.48,0.060739999999999995,0.061239999999999996,0.061739999999999996,0.06224
01/09/2020,28,691.76,651.88,665.0,655.73,0.0608,0.061360000000000005,0.06192999999999999,0.06249
01/10/2020,28,286.07,269.58,275.0,271.17,0.060860000000000004,0.061489999999999996,0.062110000000000005,0.06274
01/11/2020,28,715.48,674.23,687.8,678.21,0.06093,0.061610000000000005,0.0623,0.06299
01/12/2020,28,195.57,184.29,188.0,185.38,0.060989999999999996,0.061739999999999996,0.06249,0.06324
01/01/2021,28,2.08,1.96,2.0,1.97,0.06105,0.061860000000000005,0.06268,0.06348999999999999
01/02/2021,28,0.0,0.0,0.0,0.0,0.061110000000000005,0.061989999999999996,0.06286,0.06373999999999999
01/03/2021,28,53.05,49.99,51.0,50.29,0.06118,0.062110000000000005,0.06305,0.06398999999999999
01/04/2021,28,437.94,412.7,421.0,415.13,0.061239999999999996,0.06224,0.06324,0.06423999999999999
01/05/2021,28,418.18,394.07,402.0,396.4,0.0613,0.062360000000000006,0.06343,0.06448999999999999
01/06/2021,28,288.15,271.54,277.0,273.14,0.061360000000000005,0.06249,0.06361,0.06473999999999999
01/07/2021,28,397.37,374.46,382.0,376.68,0.06143,0.06261,0.0638,0.06498999999999999
01/08/2021,28,510.76,481.31,491.0,484.16,0.061489999999999996,0.06274,0.06398999999999999,0.06523999999999999
01/09/2021,28,393.21,370.54,378.0,372.73,0.06155,0.06286,0.06418,0.06548999999999999
01/10/2021,28,434.82,409.75,418.0,412.17,0.061610000000000005,0.06299,0.06436,0.06573999999999999
01/11/2021,28,511.8,482.3,492.0,485.14,0.06168,0.06311,0.06455,0.06599
01/12/2021,28,272.54,256.83,262.0,258.35,0.061739999999999996,0.06324,0.06473999999999999,0.06624
01/01/2020,29,727.85,680.48,687.48,683.13,0.0179,0.01792,0.01794,0.01795
01/02/2020,29,719.41,672.6,679.51,675.21,0.01792,0.01795,0.01799,0.018019999999999998
01/03/2020,29,551.23,515.36,520.66,517.37,0.01794,0.01799,0.01804,0.018090000000000002
01/04/2020,29,539.81,504.68,509.87,506.65,0.01795,0.018019999999999998,0.018090000000000002,0.01816
01/05/2020,29,910.94,851.66,860.42,854.98,0.01797,0.01806,0.01815,0.01823
01/06/2020,29,1148.99,1074.23,1085.27,1078.41,0.01799,0.018090000000000002,0.0182,0.0183
01/07/2020,29,804.89,752.51,760.25,755.44,0.018009999999999998,0.01813,0.01825,0.018369999999999997
01/08/2020,29,970.11,906.99,916.31,910.52,0.018019999999999998,0.01816,0.0183,0.01844
01/09/2020,29,1148.55,1073.81,1084.85,1077.99,0.01804,0.0182,0.018359999999999998,0.01851
01/10/2020,29,515.35,481.82,486.77,483.69,0.01806,0.01823,0.01841,0.018580000000000003
01/11/2020,29,845.23,790.23,798.35,793.3,0.018080000000000002,0.018269999999999998,0.01846,0.01865
01/12/2020,29,1221.31,1141.84,1153.58,1146.29,0.018090000000000002,0.0183,0.01851,0.01872
01/01/2021,29,480.59,449.32,453.94,451.07,0.01811,0.018340000000000002,0.01857,0.01879
01/02/2021,29,244.32,228.42,230.77,229.31,0.01813,0.018369999999999997,0.018619999999999998,0.01886
01/03/2021,29,580.63,542.85,548.43,544.96,0.01815,0.01841,0.01867,0.018930000000000002
01/04/2021,29,683.82,639.33,645.9,641.82,0.01816,0.01844,0.01872,0.019
01/05/2021,29,692.61,647.54,654.2,650.06,0.01818,0.01848,0.01878,0.01907
01/06/2021,29,769.26,719.21,726.6,722.01,0.0182,0.01851,0.01883,0.01914
01/07/2021,29,884.54,826.98,835.48,830.2,0.01822,0.01855,0.01888,0.019209999999999998
01/08/2021,29,911.79,852.46,861.22,855.77,0.01823,0.018580000000000003,0.018930000000000002,0.019280000000000002
01/09/2021,29,1109.56,1037.36,1048.02,1041.39,0.01825,0.018619999999999998,0.01899,0.01935
01/10/2021,29,1499.59,1402.01,1416.42,1407.46,0.018269999999999998,0.01865,0.01904,0.01942
01/11/2021,29,1093.61,1022.45,1032.96,1026.43,0.01829,0.018690000000000002,0.01909,0.01949
01/12/2021,29,656.41,613.7,620.01,616.09,0.0183,0.01872,0.01914,0.01956
01/01/2020,30,173.04,166.38,185.5795365,166.56,0.03294,0.03298,0.033010000000000005,0.03305
01/02/2020,30,257.86,247.93,276.5466419,248.2,0.03298,0.03305,0.03312,0.03319
01/03/2020,30,218.21,209.81,234.0228481,210.04,0.033010000000000005,0.03312,0.03322,0.03333
01/04/2020,30,247.95,238.41,265.9243659,238.67,0.03305,0.03319,0.03333,0.03347
01/05/2020,30,199.25,191.58,213.6931292,191.79,0.03308,0.033260000000000005,0.03343,0.03361
01/06/2020,30,77.77,74.78,83.40824261,74.86,0.03312,0.03333,0.03354,0.03375
01/07/2020,30,41.48,39.88,44.48185108,39.92,0.03315,0.0334,0.033639999999999996,0.033889999999999997
01/08/2020,30,47.42,45.59,50.85177025,45.64,0.03319,0.03347,0.03375,0.03403
01/09/2020,30,88.46,85.05,94.86869036,85.15,0.03322,0.03354,0.03385,0.03417
01/10/2020,30,339.54,326.48,364.153577,326.83,0.033260000000000005,0.03361,0.033960000000000004,0.03431
01/11/2020,30,588.47,565.82,631.12422,566.44,0.03329,0.03368,0.03406,0.03445
01/12/2020,30,73.02,70.21,78.31685002,70.29,0.03333,0.03375,0.03417,0.034589999999999996
01/01/2021,30,96.93,93.2,103.96023170000001,93.31,0.03336,0.033819999999999996,0.03427,0.034730000000000004
01/02/2021,30,160.06,153.9,171.6613146,154.07,0.0334,0.033889999999999997,0.03438,0.03487
01/03/2021,30,210.24,202.15,225.48286389999998,202.37,0.03343,0.033960000000000004,0.034480000000000004,0.03501
01/04/2021,30,358.48,344.68,384.46449900000005,345.06,0.03347,0.03403,0.034589999999999996,0.03515
01/05/2021,30,186.6,179.42,200.1248008,179.61,0.0335,0.0341,0.03469,0.035289999999999995
01/06/2021,30,21.48,20.65,23.03629783,20.68,0.03354,0.03417,0.0348,0.03543
01/07/2021,30,31.32,30.12,33.59132251,30.15,0.033569999999999996,0.03424,0.0349,0.03557
01/08/2021,30,0.72,0.69,0.773246549,0.69,0.03361,0.03431,0.03501,0.035710000000000006
01/09/2021,30,88.21,84.82,94.60448323,84.91,0.033639999999999996,0.03438,0.03511,0.03585
01/10/2021,30,255.22,245.39,273.7154753,245.66,0.03368,0.03445,0.03522,0.03599
01/11/2021,30,599.15,576.09,642.5807652999999,576.72,0.033710000000000004,0.03452,0.03532,0.03613
01/12/2021,30,305.76,293.99,327.9226379,294.32,0.03375,0.034589999999999996,0.03543,0.03627
01/01/2020,31,151.08,145.01,164.3,143.15,0.027410000000000004,0.02744,0.027469999999999998,0.0275
01/02/2020,31,160.55,154.1,174.6,152.13,0.02744,0.0275,0.02756,0.02762
01/03/2020,31,27.49,26.39,29.9,26.05,0.027469999999999998,0.02756,0.02765,0.027739999999999997
01/04/2020,31,108.04,103.71,117.5,102.38,0.0275,0.02762,0.027739999999999997,0.027860000000000003
01/05/2020,31,132.23,126.92,143.8,125.29,0.027530000000000002,0.02768,0.02783,0.02798
01/06/2020,31,5.24,5.03,5.7,4.97,0.02756,0.027739999999999997,0.02792,0.0281
01/07/2020,31,19.13,18.36,20.8,18.12,0.027589999999999996,0.0278,0.028010000000000004,0.02822
01/08/2020,31,1.66,1.59,1.8,1.57,0.02762,0.027860000000000003,0.0281,0.028339999999999997
01/09/2020,31,35.13,33.72,38.2,33.28,0.02765,0.02792,0.028189999999999996,0.028460000000000003
01/10/2020,31,103.54,99.38,112.6,98.11,0.02768,0.02798,0.02828,0.02858
01/11/2020,31,430.43,413.15,468.1,407.85,0.027710000000000002,0.02804,0.02837,0.0287
01/12/2020,31,47.54,45.63,51.7,45.05,0.027739999999999997,0.0281,0.028460000000000003,0.02882
01/01/2021,31,150.53,144.48,163.7,142.63,0.02777,0.02816,0.02855,0.028939999999999997
01/02/2021,31,106.3,102.03,115.6,100.72,0.0278,0.02822,0.02864,0.029060000000000002
01/03/2021,31,89.56,85.97,97.4,84.86,0.02783,0.02828,0.028730000000000002,0.02918
01/04/2021,31,146.85,140.95,159.7,139.15,0.027860000000000003,0.028339999999999997,0.02882,0.0293
01/05/2021,31,108.69,104.33,118.2,102.99,0.027889999999999998,0.0284,0.02891,0.029419999999999998
01/06/2021,31,28.87,27.71,31.4,27.36,0.02792,0.028460000000000003,0.028999999999999998,0.029539999999999997
01/07/2021,31,8.37,8.03,9.1,7.93,0.02795,0.02852,0.029089999999999998,0.029660000000000002
01/08/2021,31,0.0,0.0,0.0,0.0,0.02798,0.02858,0.02918,0.02978
01/09/2021,31,108.41,104.06,117.9,102.73,0.028010000000000004,0.02864,0.029269999999999997,0.0299
01/10/2021,31,124.23,119.24,135.1,117.71,0.02804,0.0287,0.02936,0.030019999999999998
01/11/2021,31,383.16,367.79,416.7,363.07,0.028069999999999998,0.02876,0.02945,0.030139999999999997
01/12/2021,31,244.32,234.51,265.7,231.5,0.0281,0.02882,0.029539999999999997,0.030260000000000002
01/01/2020,32,151.67,148.6,164.02,147.58,0.023790000000000002,0.023819999999999997,0.02384,0.02387
01/02/2020,32,169.44,166.01,183.23,164.86,0.023819999999999997,0.02387,0.02392,0.023969999999999998
01/03/2020,32,134.19,131.47,145.11,130.56,0.02384,0.02392,0.02399,0.024069999999999998
01/04/2020,32,84.45,82.75,91.33,82.18,0.02387,0.023969999999999998,0.024069999999999998,0.02417
01/05/2020,32,82.73,81.05,89.46,80.49,0.02389,0.02402,0.02414,0.02427
01/06/2020,32,108.28,106.09,117.1,105.36,0.02392,0.024069999999999998,0.02422,0.02437
01/07/2020,32,22.66,22.2,24.5,22.04,0.02394,0.02412,0.02429,0.02447
01/08/2020,32,20.53,20.11,22.2,19.97,0.023969999999999998,0.02417,0.02437,0.024569999999999998
01/09/2020,32,3.61,3.53,3.9,3.51,0.02399,0.02422,0.02444,0.024669999999999997
01/10/2020,32,77.12,75.56,83.4,75.04,0.02402,0.02427,0.02452,0.02477
01/11/2020,32,131.03,128.38,141.7,127.5,0.02404,0.024319999999999998,0.02459,0.02487
01/12/2020,32,258.0,252.77,279.0,251.03,0.024069999999999998,0.02437,0.024669999999999997,0.02497
01/01/2021,32,71.94,70.49,77.8,70.0,0.02409,0.024419999999999997,0.02474,0.02507
01/02/2021,32,118.64,116.24,128.3,115.44,0.02412,0.02447,0.02482,0.025169999999999998
01/03/2021,32,81.87,80.22,88.54,79.67,0.02414,0.02452,0.02489,0.025269999999999997
01/04/2021,32,70.76,69.33,76.52,68.85,0.02417,0.024569999999999998,0.02497,0.02537
01/05/2021,32,171.57,168.1,185.54,166.94,0.02419,0.02462,0.02504,0.02547
01/06/2021,32,122.91,120.43,132.92,119.6,0.02422,0.024669999999999997,0.02512,0.02557
01/07/2021,32,33.55,32.87,36.28,32.64,0.02424,0.02472,0.02519,0.02567
01/08/2021,32,14.8,14.5,16.0,14.4,0.02427,0.02477,0.025269999999999997,0.025769999999999998
01/09/2021,32,8.69,8.52,9.4,8.46,0.02429,0.02482,0.02534,0.025869999999999997
01/10/2021,32,49.49,48.49,53.52,48.16,0.024319999999999998,0.02487,0.025419999999999998,0.02597
01/11/2021,32,122.75,120.26,132.74,119.43,0.02434,0.024919999999999998,0.025490000000000002,0.02607
01/12/2021,32,269.78,264.32,291.74,262.5,0.02437,0.02497,0.02557,0.02617
01/01/2020,33,341.53,327.64,355.54,330.06,0.02659,0.026619999999999998,0.02665,0.02667
01/02/2020,33,284.57,272.99,296.24,275.01,0.026619999999999998,0.02667,0.02673,0.02678
01/03/2020,33,380.03,364.58,395.62,367.26,0.02665,0.02673,0.026810000000000004,0.026889999999999997
01/04/2020,33,187.77,180.13,195.47,181.46,0.02667,0.02678,0.026889999999999997,0.027000000000000003
01/05/2020,33,199.62,191.5,207.81,192.91,0.0267,0.02684,0.02698,0.027110000000000002
01/06/2020,33,247.61,237.54,257.77,239.29,0.02673,0.026889999999999997,0.02706,0.027219999999999998
01/07/2020,33,39.27,37.67,40.88,37.95,0.026760000000000003,0.02695,0.027139999999999997,0.02733
01/08/2020,33,51.2,49.12,53.3,49.48,0.02678,0.027000000000000003,0.027219999999999998,0.02744
01/09/2020,33,34.84,33.42,36.27,33.67,0.026810000000000004,0.02706,0.02731,0.02755
01/10/2020,33,56.25,53.96,58.56,54.36,0.02684,0.027110000000000002,0.027389999999999998,0.02766
01/11/2020,33,293.81,281.86,305.86,283.94,0.026869999999999998,0.02717,0.027469999999999998,0.02777
01/12/2020,33,602.77,578.25,627.49,582.51,0.026889999999999997,0.027219999999999998,0.02755,0.027880000000000002
01/01/2021,33,50.54,48.48,52.61,48.84,0.02692,0.027280000000000002,0.027639999999999998,0.027989999999999998
01/02/2021,33,313.57,300.81,326.43,303.03,0.02695,0.02733,0.027719999999999998,0.0281
01/03/2021,33,168.46,161.61,175.37,162.8,0.02698,0.027389999999999998,0.0278,0.028210000000000002
01/04/2021,33,174.2,167.11,181.34,168.34,0.027000000000000003,0.02744,0.027880000000000002,0.028319999999999998
01/05/2021,33,376.79,361.47,392.25,364.13,0.027030000000000002,0.0275,0.02797,0.02843
01/06/2021,33,192.88,185.03,200.79,186.4,0.02706,0.02755,0.02805,0.02854
01/07/2021,33,39.39,37.79,41.01,38.07,0.027089999999999996,0.027610000000000003,0.028130000000000002,0.02865
